target_symbol	disease_group	disease_term	connection_evidence
RYR2	heart	diabetic cardiomyopathies	marker/mechanism
AGTR2	heart	diabetic cardiomyopathies	marker/mechanism
APOA1	heart	diabetic cardiomyopathies	therapeutic
INS1	heart	diabetic cardiomyopathies	therapeutic
SPP1	heart	diabetic cardiomyopathies	marker/mechanism
IGF1	heart	diabetic cardiomyopathies	therapeutic
ATP2A2	heart	diabetic cardiomyopathies	marker/mechanism
CNDP1	kidney	diabetic nephropathies	marker/mechanism
TGFB1	kidney	diabetic nephropathies	marker/mechanism
VDAC2	kidney	diabetic nephropathies	marker/mechanism
GAS6	kidney	diabetic nephropathies	marker/mechanism
PRKCE	kidney	diabetic nephropathies	marker/mechanism
AOC3	kidney	diabetic nephropathies	marker/mechanism
CNDP2	kidney	diabetic nephropathies	marker/mechanism
TGFBI	kidney	diabetic nephropathies	marker/mechanism
INS	kidney	diabetic nephropathies	marker/mechanism|therapeutic
NFE2L2	kidney	diabetic nephropathies	therapeutic
AXL	kidney	diabetic nephropathies	marker/mechanism
PON1	kidney	diabetic nephropathies	marker/mechanism
MFN2	kidney	diabetic nephropathies	marker/mechanism
ELMO1	kidney	diabetic nephropathies	marker/mechanism
TNFAIP1	kidney	diabetic nephropathies	marker/mechanism
LEPR	kidney	diabetic nephropathies	marker/mechanism
MIR145	kidney	diabetic nephropathies	marker/mechanism
TGFBR2	kidney	diabetic nephropathies	marker/mechanism
KLK1	kidney	diabetic nephropathies	therapeutic
RELA	kidney	diabetic nephropathies	marker/mechanism
ACE2	kidney	diabetic nephropathies	marker/mechanism|therapeutic
FN1	kidney	diabetic nephropathies	marker/mechanism
MDK	kidney	diabetic nephropathies	marker/mechanism
ALPK1	kidney	diabetic nephropathies	marker/mechanism
PPARG	kidney	diabetic nephropathies	marker/mechanism
ADIPOQ	kidney	diabetic nephropathies	marker/mechanism
KDR	kidney	diabetic nephropathies	marker/mechanism
ALB	kidney	diabetic nephropathies	therapeutic
DGKH	kidney	diabetic nephropathies	marker/mechanism
COL4A1	kidney	diabetic nephropathies	marker/mechanism
AGT	kidney	diabetic nephropathies	therapeutic
ACE	kidney	diabetic nephropathies	marker/mechanism
CDKN1A	kidney	diabetic nephropathies	marker/mechanism
TINAG	kidney	diabetic nephropathies	marker/mechanism
TXNIP	kidney	diabetic nephropathies	marker/mechanism
SOD2	kidney	diabetic nephropathies	marker/mechanism
VDAC1	kidney	diabetic nephropathies	marker/mechanism
NOS3	kidney	diabetic nephropathies	marker/mechanism
SERPINE1	kidney	diabetic nephropathies	marker/mechanism
VEGFA	kidney	diabetic nephropathies	marker/mechanism
CCL2	kidney	diabetic nephropathies	marker/mechanism
TOR1A	muscle	dystonia musculorum deformans type 1	marker/mechanism
HPCA	muscle	dystonia musculorum deformans type 2	marker/mechanism
PKP1	skin	ectodermal dysplasia-skin fragility syndrome	marker/mechanism
AQP1	heart	edema, cardiac	marker/mechanism
UBIAD1	heart	edema, cardiac	marker/mechanism
IFT122	heart	edema, cardiac	marker/mechanism
COL1A2	heart	ehlers-danlos syndrome, cardiac valvular form	marker/mechanism
ACE2	heart	endomyocardial fibrosis	marker/mechanism
AGT	heart	endomyocardial fibrosis	marker/mechanism|therapeutic
IGF2R	heart	endomyocardial fibrosis	marker/mechanism
MIR125B2	heart	endomyocardial fibrosis	therapeutic
SIRT4	heart	endomyocardial fibrosis	marker/mechanism
FNDC5	heart	endomyocardial fibrosis	therapeutic
COL3A1	heart	endomyocardial fibrosis	marker/mechanism
ADRB1	heart	endomyocardial fibrosis	marker/mechanism
TGFB1	heart	endomyocardial fibrosis	marker/mechanism
IL10	colon	enterocolitis	marker/mechanism
NLRC4	colon	enterocolitis	marker/mechanism
AKR1A1	colon	enterocolitis, necrotizing	marker/mechanism
CRYL1	colon	enterocolitis, necrotizing	marker/mechanism
LGALS2	colon	enterocolitis, necrotizing	marker/mechanism
TLR4	colon	enterocolitis, necrotizing	marker/mechanism
SORD	colon	enterocolitis, necrotizing	marker/mechanism
SNAI3	colon	enterocolitis, necrotizing	marker/mechanism
SOD2	colon	enterocolitis, necrotizing	marker/mechanism
TUBB5	colon	enterocolitis, necrotizing	marker/mechanism
HBEGF	colon	enterocolitis, necrotizing	therapeutic
ALDH2	colon	enterocolitis, necrotizing	marker/mechanism
HSPA9	colon	enterocolitis, necrotizing	marker/mechanism
ENO1	colon	enterocolitis, necrotizing	marker/mechanism
ACADM	colon	enterocolitis, necrotizing	marker/mechanism
NOS3	colon	enterocolitis, necrotizing	marker/mechanism
PARK7	colon	enterocolitis, necrotizing	marker/mechanism
OAT	colon	enterocolitis, necrotizing	marker/mechanism
LTF	colon	enterocolitis, necrotizing	therapeutic
NOS2	colon	enterocolitis, necrotizing	marker/mechanism
PLEC	muscle	epidermolysa bullosa simplex and limb girdle muscular dystrophy	marker/mechanism
COL7A1	skin	epidermolysis bullosa with congenital localized absence of skin and deformity of nails	marker/mechanism
PMP22	muscle	epilepsies, myoclonic	marker/mechanism
RAPGEF2	muscle	epilepsies, myoclonic	marker/mechanism
SAMD12	muscle	epilepsies, myoclonic	marker/mechanism
SCN1A	muscle	epilepsies, myoclonic	marker/mechanism
POMC	muscle	epilepsies, myoclonic	therapeutic
TNRC6A	muscle	epilepsies, myoclonic	marker/mechanism
STXBP1	muscle	epilepsies, myoclonic	marker/mechanism
MARCHF6	muscle	epilepsy, familial adult myoclonic, 3	marker/mechanism
CNTN2	muscle	epilepsy, familial adult myoclonic, 5	marker/mechanism
SAMD12	muscle	epilepsy, myoclonic, benign adult familial, type 1	marker/mechanism
STARD7	muscle	epilepsy, myoclonic, benign adult familial, type 2	marker/mechanism
KCTD7	muscle	epilepsy, progressive myoclonic, 3, with or without intracellular inclusions	marker/mechanism
SCARB2	muscle	epilepsy, progressive myoclonic, 4, with or without renal failure	marker/mechanism
FRG1	muscle	facioscapulohumeral muscular dystrophy 1a	marker/mechanism
SMCHD1	muscle	facioscapulohumeral muscular dystrophy 1b	marker/mechanism
TTN	heart	familial dilated cardiomyopathy	marker/mechanism
HDAC4	lung	familial primary pulmonary hypertension	marker/mechanism
BMPR2	lung	familial primary pulmonary hypertension	marker/mechanism
CAV1	lung	familial primary pulmonary hypertension	marker/mechanism
SMAD9	lung	familial primary pulmonary hypertension	marker/mechanism
HDAC1	lung	familial primary pulmonary hypertension	marker/mechanism
KCNK3	lung	familial primary pulmonary hypertension	marker/mechanism
HDAC5	lung	familial primary pulmonary hypertension	marker/mechanism
PHOX2A	muscle	fibrosis of extraocular muscles, congenital, 2	marker/mechanism
TUBB3	muscle	fibrosis of extraocular muscles, congenital, 3a, with or without extraocular involvement	marker/mechanism
KIF21A	muscle	fibrosis of extraocular muscles, congenital, 3b	marker/mechanism
COL25A1	muscle	fibrosis of extraocular muscles, congenital, 5	marker/mechanism
UMOD	kidney	glomerulocystic kidney disease with hyperuricemia and isosthenuria	marker/mechanism
GYS1	muscle	glycogen storage disease 0, muscle	marker/mechanism
PRKAG2	heart	glycogen storage disease of heart, lethal congenital	marker/mechanism
SLC5A2	kidney	glycosuria, renal	marker/mechanism
KIFBP	colon	goldberg-shprintzen megacolon syndrome	marker/mechanism
SOD2	lung	granuloma, respiratory tract	marker/mechanism
TLR9	lung	granuloma, respiratory tract	marker/mechanism
SMG9	heart	heart and brain malformation syndrome	marker/mechanism
TNF	heart	heart arrest	marker/mechanism
IFNG	heart	heart arrest	marker/mechanism
INS	heart	heart arrest	therapeutic
LMNA	heart	heart block	marker/mechanism
CACNA1D	heart	heart block	marker/mechanism
SCN10A	heart	heart block	marker/mechanism
KCNJ5	heart	heart block	therapeutic
AHR	heart	heart defects, congenital	marker/mechanism
TGFB2	heart	heart defects, congenital	marker/mechanism
ECE1	heart	heart defects, congenital	marker/mechanism
ABL1	heart	heart defects, congenital	marker/mechanism
THAS	heart	heart defects, congenital	marker/mechanism
NIPBL	heart	heart defects, congenital	marker/mechanism
MTHFR	heart	heart defects, congenital	marker/mechanism
HAND2	heart	heart defects, congenital	marker/mechanism
HOXA1	heart	heart defects, congenital	marker/mechanism
IRX5	heart	heart defects, congenital	marker/mechanism
GNA11	heart	heart defects, congenital	marker/mechanism
SAP130A	heart	heart defects, congenital	marker/mechanism
VEGFA	heart	heart defects, congenital	marker/mechanism
MYH6	heart	heart defects, congenital	marker/mechanism
EDNRA	heart	heart defects, congenital	marker/mechanism
POU5F1	heart	heart defects, congenital	marker/mechanism
ZEB2	heart	heart defects, congenital	marker/mechanism
FOLR1	heart	heart defects, congenital	marker/mechanism
TBX1	heart	heart defects, congenital	marker/mechanism
EDN1	heart	heart defects, congenital	marker/mechanism
JAG1	heart	heart defects, congenital	marker/mechanism
ABCB1	heart	heart defects, congenital	marker/mechanism
GNAQ	heart	heart defects, congenital	marker/mechanism
HOXA3	heart	heart defects, congenital	marker/mechanism
AFF4	heart	heart defects, congenital	marker/mechanism
SLC29A3	heart	heart defects, congenital	marker/mechanism
CAV3	heart	heart defects, congenital	marker/mechanism
CBFB	heart	heart defects, congenital	marker/mechanism
UFD1	heart	heart defects, congenital	marker/mechanism
GDF1	heart	heart defects, congenital	marker/mechanism
NPPB	heart	heart defects, congenital	marker/mechanism
EYA1	heart	heart defects, congenital	marker/mechanism
KLF4	heart	heart defects, congenital	marker/mechanism
PITX2	heart	heart defects, congenital	marker/mechanism
STRA6	heart	heart defects, congenital	marker/mechanism
HIF1A	heart	heart defects, congenital	marker/mechanism
GP1BB	heart	heart defects, congenital	marker/mechanism
AHR2	heart	heart defects, congenital	marker/mechanism
RCAN1	heart	heart defects, congenital	marker/mechanism
MAML3	heart	heart defects, congenital	marker/mechanism
GATA6	heart	heart defects, congenital, and other congenital anomalies	marker/mechanism
PTGIR	heart	heart diseases	marker/mechanism
MIR21	heart	heart diseases	marker/mechanism
CYBA	heart	heart diseases	marker/mechanism
ALB	heart	heart diseases	marker/mechanism
MIR34A	heart	heart diseases	marker/mechanism
B2M	heart	heart diseases	marker/mechanism
CSF3	heart	heart diseases	therapeutic
GCG	heart	heart diseases	therapeutic
HDAC3	heart	heart diseases	marker/mechanism
HDAC1	heart	heart diseases	marker/mechanism
AHR2	heart	heart diseases	marker/mechanism
ABCB1A	heart	heart diseases	marker/mechanism
SCO1	heart	heart diseases	marker/mechanism
CRP	heart	heart diseases	marker/mechanism
APEX1	heart	heart diseases	marker/mechanism
UNC45B	heart	heart diseases	marker/mechanism
ABCC1	heart	heart diseases	marker/mechanism
HSPB6	heart	heart diseases	therapeutic
TCF4	heart	heart diseases	marker/mechanism
HADHB	heart	heart diseases	marker/mechanism
PSMA2	heart	heart diseases	marker/mechanism
BSN	heart	heart diseases	marker/mechanism
ATP2A2	heart	heart diseases	marker/mechanism
S1PR2	heart	heart diseases	marker/mechanism
SIRT1	heart	heart diseases	marker/mechanism
ATP5K	heart	heart diseases	marker/mechanism
MT2A	heart	heart diseases	therapeutic
ATP5PF	heart	heart diseases	marker/mechanism
XDH	heart	heart diseases	marker/mechanism
NPPB	heart	heart diseases	marker/mechanism
TH	heart	heart diseases	marker/mechanism
ABCC2	heart	heart diseases	marker/mechanism
NCF4	heart	heart diseases	marker/mechanism
PNPLA2	heart	heart diseases	marker/mechanism
PON1	heart	heart diseases	marker/mechanism
VEGFA	heart	heart diseases	marker/mechanism
RAC2	heart	heart diseases	marker/mechanism
SFRP1	heart	heart diseases	marker/mechanism
RARG	heart	heart diseases	marker/mechanism
ADRA2A	heart	heart diseases	marker/mechanism
TIMP1	heart	heart diseases	marker/mechanism
SPP1	heart	heart diseases	marker/mechanism
TNNI3	heart	heart diseases	marker/mechanism
SLC4A3	heart	heart diseases	marker/mechanism
TNNT2	heart	heart diseases	marker/mechanism
EPO	heart	heart diseases	therapeutic
PPP2CA	heart	heart diseases	marker/mechanism
OGG1	heart	heart diseases	therapeutic
AGT	heart	heart diseases	marker/mechanism
VWF	heart	heart failure	marker/mechanism
NOX4	heart	heart failure	marker/mechanism
ATP2A2	heart	heart failure	marker/mechanism
BAMBI	heart	heart failure	marker/mechanism
NOX1	heart	heart failure	marker/mechanism
APOC1	heart	heart failure	marker/mechanism
APCS	heart	heart failure	marker/mechanism
PEBP1	heart	heart failure	marker/mechanism
EPHX2	heart	heart failure	marker/mechanism
SOD3	heart	heart failure	marker/mechanism
ELOVL6	heart	heart failure	marker/mechanism
PCK1	heart	heart failure	marker/mechanism
CCN2	heart	heart failure	marker/mechanism
ATP2A1	heart	heart failure	marker/mechanism
PDPK1	heart	heart failure	marker/mechanism
NFE2L2	heart	heart failure	therapeutic
AVP	heart	heart failure	marker/mechanism
CYBB	heart	heart failure	marker/mechanism
ACAA1B	heart	heart failure	marker/mechanism
PTI	heart	heart failure	marker/mechanism
GCG	heart	heart failure	therapeutic
PIK3CG	heart	heart failure	marker/mechanism
VEGFA	heart	heart failure	marker/mechanism
NOS2	heart	heart failure	marker/mechanism
HSPB1	heart	heart failure	therapeutic
GATM	heart	heart failure	marker/mechanism
NOS3	heart	heart failure	marker/mechanism
ACE2	heart	heart failure	marker/mechanism
SLC9A1	heart	heart failure	marker/mechanism
ADIPOQ	heart	heart failure	marker/mechanism|therapeutic
TRP53	heart	heart failure	marker/mechanism
NPPB	heart	heart failure	marker/mechanism|therapeutic
OLR1	heart	heart failure	marker/mechanism
NR3C2	heart	heart failure	marker/mechanism
FBLN5	heart	heart failure	marker/mechanism
MSTN	heart	heart failure	marker/mechanism
SOX4	heart	heart failure	marker/mechanism
GRK2	heart	heart failure	marker/mechanism
HMOX1	heart	heart failure	marker/mechanism
SIRT1	heart	heart failure	therapeutic
TNFRSF1A	heart	heart failure	marker/mechanism
ATP1A3	heart	heart failure	marker/mechanism
CS	heart	heart failure	marker/mechanism
GSK3B	heart	heart failure	marker/mechanism
SCD1	heart	heart failure	marker/mechanism
ROCK2	heart	heart failure	marker/mechanism
KAT8	heart	heart failure	marker/mechanism
GDF15	heart	heart failure	marker/mechanism
CXCL8	heart	heart failure	marker/mechanism
POMC	heart	heart failure	marker/mechanism
PON1	heart	heart failure	marker/mechanism
CRP	heart	heart failure	marker/mechanism
IFNG	heart	heart failure	marker/mechanism
AGTR1	heart	heart failure	marker/mechanism
UCP1	heart	heart failure	marker/mechanism
GPX4	heart	heart failure	marker/mechanism
EDNRB	heart	heart failure	marker/mechanism
UCN2	heart	heart failure	therapeutic
REN	heart	heart failure	marker/mechanism
PTGS1	heart	heart failure	marker/mechanism
TNF	heart	heart failure	marker/mechanism
RETN	heart	heart failure	marker/mechanism
ACLY	heart	heart failure	marker/mechanism
HIF1A	heart	heart failure	marker/mechanism
ITGB1	heart	heart failure	marker/mechanism
PTH	heart	heart failure	marker/mechanism
NPPA	heart	heart failure	marker/mechanism
NRG1	heart	heart failure	therapeutic
PRKAR2B	heart	heart failure	marker/mechanism
CFD	heart	heart failure	marker/mechanism
MAP2K7	heart	heart failure	marker/mechanism
AVPR2	heart	heart failure	marker/mechanism
SOD2	heart	heart failure	marker/mechanism
ADRB3	heart	heart failure	marker/mechanism
SERPINE1	heart	heart failure	marker/mechanism
ACADS	heart	heart failure	marker/mechanism
ALB	heart	heart failure	marker/mechanism
MIR133A2	heart	heart failure	marker/mechanism
ALDH1A7	heart	heart failure	marker/mechanism
RBP4	heart	heart failure	marker/mechanism
ADRB1	heart	heart failure	marker/mechanism
ADRA2C	heart	heart failure	marker/mechanism
PTGS2	heart	heart failure	marker/mechanism
NRIP1	heart	heart failure	marker/mechanism
TLR2	heart	heart failure	marker/mechanism
CSF2	heart	heart failure	marker/mechanism
CSF3	heart	heart failure	marker/mechanism
EDN1	heart	heart failure	marker/mechanism
TNNT2	heart	heart failure	marker/mechanism
HTR2B	heart	heart failure	marker/mechanism
DSTN	heart	heart failure	marker/mechanism
CXCL2	heart	heart failure	marker/mechanism
TUBB5	heart	heart failure	marker/mechanism
IL6	heart	heart failure	marker/mechanism
PAMR1	heart	heart failure	marker/mechanism
FASN	heart	heart failure	marker/mechanism
PRL	heart	heart failure	marker/mechanism
INS	heart	heart failure	marker/mechanism
ACE	heart	heart failure	marker/mechanism
RAC1	heart	heart failure	marker/mechanism
PTPRF	heart	heart failure	marker/mechanism
HAND2	heart	heart failure	marker/mechanism
CIDEA	heart	heart failure	marker/mechanism
PPARGC1A	heart	heart failure	marker/mechanism
IL1B	heart	heart failure	marker/mechanism
PPP1R1A	heart	heart failure	therapeutic
PPARG	heart	heart failure	marker/mechanism
TBX20	heart	heart failure	marker/mechanism
NPR1	heart	heart failure	marker/mechanism
XDH	heart	heart failure	marker/mechanism
AGT	heart	heart failure	marker/mechanism
FIP1L1	heart	heart failure	marker/mechanism
PLAT	heart	heart failure	marker/mechanism
GHRL	heart	heart failure	therapeutic
CAT	heart	heart failure	marker/mechanism
ACACA	heart	heart failure	marker/mechanism
EDNRA	heart	heart failure	marker/mechanism
PDGFRA	heart	heart failure	marker/mechanism
SOD1	heart	heart failure	marker/mechanism
CCL2	heart	heart failure	marker/mechanism
CYRIB	heart	heart failure, diastolic	marker/mechanism
EPN3	heart	heart failure, diastolic	marker/mechanism
MS4A6A	heart	heart failure, diastolic	marker/mechanism
NPPA	heart	heart failure, diastolic	marker/mechanism
SFRP1	heart	heart failure, diastolic	marker/mechanism
NUPR1	heart	heart failure, diastolic	marker/mechanism
MYH7	heart	heart failure, diastolic	marker/mechanism
CXCL3	heart	heart failure, diastolic	marker/mechanism
FHL1	heart	heart failure, diastolic	marker/mechanism
AKIP1	heart	heart failure, diastolic	marker/mechanism
ZFP532	heart	heart failure, diastolic	marker/mechanism
FIBIN	heart	heart failure, diastolic	marker/mechanism
MYH6	heart	heart failure, diastolic	marker/mechanism
TRDN	heart	heart failure, diastolic	marker/mechanism
COL6A1	heart	heart failure, diastolic	marker/mechanism
PLXND1	heart	heart failure, diastolic	marker/mechanism
WDR45	heart	heart failure, diastolic	marker/mechanism
KANK2	heart	heart failure, diastolic	marker/mechanism
CREG1	heart	heart failure, diastolic	marker/mechanism
APLN	heart	heart failure, diastolic	marker/mechanism
PTPN3	heart	heart failure, diastolic	marker/mechanism
KLF9	heart	heart failure, diastolic	marker/mechanism
SIPA1L1	heart	heart failure, diastolic	marker/mechanism
PTP4A2	heart	heart failure, diastolic	marker/mechanism
ALOX15	heart	heart failure, diastolic	marker/mechanism
